Topic,Count,Name,Representation,Representative_Docs
48,12,48_tantalumdoped_improving_density_lltzo,"['tantalumdoped', 'improving', 'density', 'lltzo', 'wet', 'conductivity', 'position', 'milling', 'ball', 'improve']","['A method for improving the density and conductivity of tantalum-doped electrolyte of the garnet solid electrolyte The invention claims a method for improving the density and conductivity of tantalum-doped solid electrolyte, belonging to the field of electrochemical energy storage. The invention solves the technical problem that the conductivity and density of the existing doped tantalum garnet solid electrolyte are not fully improved. The method of the present invention: mixing powder, wet ball milling, drying, pre-sintering, wet ball milling, drying, grinding and sieving, mixing and tabletting, degumming, embedding powder and sintering. The invention adjusts the element proportion of La position and Zr (Ta) position tantalum-doped-type solid electrolyte LLTZO by doping La2O3 nanometre particle, so as to mediate the generation of intermediate phase LaTaO4, effectively inhibiting LLTZO abnormal crystal grain growth; and improving the uniformity of the tantalum-doped solid electrolyte sintering; at the same time, reducing or eliminating the hole defect to improve the density, so as to improve the ion conductivity, improving the solid battery circulation stability. The method of the invention is simple; the sintering cost is low; it is easy to realize industrial mass production.', 'A method for improving the density and conductivity of tantalum-doped electrolyte of the garnet solid electrolyte The invention claims a method for improving the density and conductivity of tantalum-doped solid electrolyte, belonging to the field of electrochemical energy storage. The invention solves the technical problem that the conductivity and density of the existing doped tantalum garnet solid electrolyte are not fully improved. The method of the present invention: mixing powder, wet ball milling, drying, pre-sintering, wet ball milling, drying, grinding and sieving, mixing and tabletting, degumming, embedding powder and sintering. The invention adjusts the element proportion of La position and Zr (Ta) position tantalum-doped-type solid electrolyte LLTZO by doping La2O3 nanometre particle, so as to mediate the generation of intermediate phase LaTaO4, effectively inhibiting LLTZO abnormal crystal grain growth; and improving the uniformity of the tantalum-doped solid electrolyte sintering; at the same time, reducing or eliminating the hole defect to improve the density, so as to improve the ion conductivity, improving the solid battery circulation stability. The method of the invention is simple; the sintering cost is low; it is easy to realize industrial mass production.', 'A method for improving the density and conductivity of tantalum-doped electrolyte of the garnet solid electrolyte The invention claims a method for improving the density and conductivity of tantalum-doped solid electrolyte, belonging to the field of electrochemical energy storage. The invention solves the technical problem that the conductivity and density of the existing doped tantalum garnet solid electrolyte are not fully improved. The method of the present invention: mixing powder, wet ball milling, drying, pre-sintering, wet ball milling, drying, grinding and sieving, mixing and tabletting, degumming, embedding powder and sintering. The invention adjusts the element proportion of La position and Zr (Ta) position tantalum-doped-type solid electrolyte LLTZO by doping La2O3 nanometre particle, so as to mediate the generation of intermediate phase LaTaO4, effectively inhibiting LLTZO abnormal crystal grain growth; and improving the uniformity of the tantalum-doped solid electrolyte sintering; at the same time, reducing or eliminating the hole defect to improve the density, so as to improve the ion conductivity, improving the solid battery circulation stability. The method of the invention is simple; the sintering cost is low; it is easy to realize industrial mass production.']"
49,12,49_pressure_high_titanate_dry,"['pressure', 'high', 'titanate', 'dry', 'synthesis', 'perovskite', 'product', 'lanthanum', 'powder', 'under']","['Method for preparing perovskite solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis The invention provides a method for preparing perovskite type solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis, comprising the following steps: weighing the raw material according to the chemical formula of the target product, uniformly mixing and drying to obtain the dry powder; calcining the obtained dry powder at high temperature, ball milling, mixing and drying to obtain pre-burned powder; taking the obtained dry powder or pre-burned powder as precursor material, putting into the cavity of the high pressure synthesis device for sintering, obtaining the product perovskite solid electrolyte lithium lanthanum titanate. The method can solve the problem of high interface impedance in crystal when preparing under normal pressure condition; At the same time, the sintering preparation process of the invention has the advantage of short sintering time under the pressure driving, inhibits the abnormal growth of the crystal grain and the volatilization of the lithium element, and obtains the cubic phase or pseudo-cubic structure product with high compactness and low porosity. The invention has very important value for the research and development of new solid electrolyte material and all solid battery technology.', 'Method for preparing perovskite solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis The invention provides a method for preparing perovskite type solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis, comprising the following steps: weighing the raw material according to the chemical formula of the target product, uniformly mixing and drying to obtain the dry powder; calcining the obtained dry powder at high temperature, ball milling, mixing and drying to obtain pre-burned powder; taking the obtained dry powder or pre-burned powder as precursor material, putting into the cavity of the high pressure synthesis device for sintering, obtaining the product perovskite solid electrolyte lithium lanthanum titanate. The method can solve the problem of high interface impedance in crystal when preparing under normal pressure condition; At the same time, the sintering preparation process of the invention has the advantage of short sintering time under the pressure driving, inhibits the abnormal growth of the crystal grain and the volatilization of the lithium element, and obtains the cubic phase or pseudo-cubic structure product with high compactness and low porosity. The invention has very important value for the research and development of new solid electrolyte material and all solid battery technology.', 'Method for preparing perovskite solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis The invention provides a method for preparing perovskite type solid electrolyte lithium lanthanum titanate based on high temperature and high pressure synthesis, comprising the following steps: weighing the raw material according to the chemical formula of the target product, uniformly mixing and drying to obtain the dry powder; calcining the obtained dry powder at high temperature, ball milling, mixing and drying to obtain pre-burned powder; taking the obtained dry powder or pre-burned powder as precursor material, putting into the cavity of the high pressure synthesis device for sintering, obtaining the product perovskite solid electrolyte lithium lanthanum titanate. The method can solve the problem of high interface impedance in crystal when preparing under normal pressure condition; At the same time, the sintering preparation process of the invention has the advantage of short sintering time under the pressure driving, inhibits the abnormal growth of the crystal grain and the volatilization of the lithium element, and obtains the cubic phase or pseudo-cubic structure product with high compactness and low porosity. The invention has very important value for the research and development of new solid electrolyte material and all solid battery technology.']"
50,12,50_carbonaceous_adsorbent_organismderived_filamentous,"['carbonaceous', 'adsorbent', 'organismderived', 'filamentous', 'carbonbased', 'catalyst', 'another', 'aspect', 'materials', 'used']","['Filamentous organism-derived carbon-based materials, and methods of making and using same The invention provides filamentous organism-derived carbonaceous materials doped with organic and/or inorganic compounds, and methods of making the same. In certain embodiments, these carbonaceous materials are used as electrodes in solid state batteries and/or lithium-ion batteries. In another aspect, these carbonaceous materials are used as a catalyst, catalyst support, adsorbent, filter and/or other carbon-based material or adsorbent. In yet another aspect, the invention provides battery devices incorporating the carbonaceous electrode materials.', 'Filamentous organism-derived carbon-based materials, and methods of making and using same The invention provides filamentous organism-derived carbonaceous materials doped with organic and/or inorganic compounds, and methods of making the same. In certain embodiments, these carbonaceous materials are used as electrodes in solid state batteries and/or lithium-ion batteries. In another aspect, these carbonaceous materials are used as a catalyst, catalyst support, adsorbent, filter and/or other carbon-based material or adsorbent. In yet another aspect, the invention provides battery devices incorporating the carbonaceous electrode materials.', 'FILAMENTOUS ORGANISM-DERIVED CARBON-BASED MATERIALS, AND METHODS OF MAKING AND USING SAME The invention provides filamentous organism-derived carbonaceous materials doped with organic and/or inorganic compounds, and methods of making the same. In certain embodiments, these carbonaceous materials are used as electrodes in solid state batteries and/or lithium-ion batteries. In another aspect, these carbonaceous materials are used as a catalyst, catalyst support, adsorbent, filter and/or other carbon-based material or adsorbent. In yet another aspect, the invention provides battery devices incorporating the carbonaceous electrode materials.']"
51,12,51_multistep_sulphide_sintering_muffle,"['multistep', 'sulphide', 'sintering', 'muffle', 'plasma', 'microwave', 'furnace', 'nucleation', 'process', 'ensure']","['Method for preparing sulphide electrolyte by multi-step sintering and prepared sulphide electrolyte The invention belongs to the technical field of battery electrolyte, relating to a method for preparing sulphide electrolyte by multi-step sintering and preparation of sulphide electrolyte. the multi-step sintering method for preparing sulphide electrolyte, comprising the following steps: The precursor material sequentially to microwave plasma sintering and muffle furnace annealing and sintering to obtain the sulphide electrolyte. The invention uses microwave plasma sintering combined with muffle furnace sintering multi-step sintering method, which can quickly finish the nucleation and blank densifying process, at the same time ensure the crystal growth process in the reaction uniformity, fast to obtain high crystallinity, uniform body phase, and excellent performance of the sulphide electrolyte material.', 'Method for preparing sulphide electrolyte by multi-step sintering and prepared sulphide electrolyte The invention belongs to the technical field of battery electrolyte, relating to a method for preparing sulphide electrolyte by multi-step sintering and preparation of sulphide electrolyte. the multi-step sintering method for preparing sulphide electrolyte, comprising the following steps: The precursor material sequentially to microwave plasma sintering and muffle furnace annealing and sintering to obtain the sulphide electrolyte. The invention uses microwave plasma sintering combined with muffle furnace sintering multi-step sintering method, which can quickly finish the nucleation and blank densifying process, at the same time ensure the crystal growth process in the reaction uniformity, fast to obtain high crystallinity, uniform body phase, and excellent performance of the sulphide electrolyte material.', 'Method for preparing sulphide electrolyte by multi-step sintering and prepared sulphide electrolyte The invention belongs to the technical field of battery electrolyte, relating to a method for preparing sulphide electrolyte by multi-step sintering and preparation of sulphide electrolyte. the multi-step sintering method for preparing sulphide electrolyte, comprising the following steps: The precursor material sequentially to microwave plasma sintering and muffle furnace annealing and sintering to obtain the sulphide electrolyte. The invention uses microwave plasma sintering combined with muffle furnace sintering multi-step sintering method, which can quickly finish the nucleation and blank densifying process, at the same time ensure the crystal growth process in the reaction uniformity, fast to obtain high crystallinity, uniform body phase, and excellent performance of the sulphide electrolyte material.']"
52,12,52_cation_divalent_trivalent_oxide,"['cation', 'divalent', 'trivalent', 'oxide', 'monovalent', 'becomes', 'anion', 'combination', 'formula', 'm3']","['OXIDE, METHOD OF PREPARING THE SAME, SOLID ELECTROLYTE INCLUDING THE OXIDE, AND ELECTROCHEMICAL DEVICE INCLUDING THE OXIDE The present invention relates to an oxide, a method of preparing the same, a solid electrolyte including the oxide, and an electrochemical device including the oxide. An oxide including a compound represented by Formula 1:    \u2003\u2003\u2003\u2003\u2003\u2003\u2003\u2003 Formula 1\u2003\u2003\u2003\u2003\u2003(Li xM1y)(M2)3-δ(M3)2-ωO12-zXz,   wherein, in Formula 1,   6≤x≤8, 0≤y<2, -0.2≤δ≤0.2, -0.2≤ω≤0.2, and 0≤z≤2;   M1 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M2 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M3 is a monovalent cation, a divalent cation, a trivalent cation, a tetravalent cation, a pentavalent cation, a hexavalent cation, or a combination thereof;   wherein at least one of M1, M2, or M3 includes at least four elements; and   X is a monovalent anion, a divalent anion, a trivalent anion, or a combination thereof.', 'OXIDE, METHOD OF PREPARING THE SAME, SOLID ELECTROLYTE INCLUDING THE OXIDE, AND ELECTROCHEMICAL DEVICE INCLUDING THE OXIDE The present invention relates to an oxide, a method of preparing the same, a solid electrolyte including the oxide, and an electrochemical device including the oxide. An oxide including a compound represented by Formula 1:    \u2003\u2003\u2003\u2003\u2003\u2003\u2003\u2003 Formula 1\u2003\u2003\u2003\u2003\u2003(Li xM1y)(M2)3-δ(M3)2-ωO12-zXz,   wherein, in Formula 1,   6≤x≤8, 0≤y<2, -0.2≤δ≤0.2, -0.2≤ω≤0.2, and 0≤z≤2;   M1 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M2 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M3 is a monovalent cation, a divalent cation, a trivalent cation, a tetravalent cation, a pentavalent cation, a hexavalent cation, or a combination thereof;   wherein at least one of M1, M2, or M3 includes at least four elements; and   X is a monovalent anion, a divalent anion, a trivalent anion, or a combination thereof.', 'OXIDE, METHOD OF PREPARING THE SAME, SOLID ELECTROLYTE INCLUDING THE OXIDE, AND ELECTROCHEMICAL DEVICE INCLUDING THE OXIDE The present invention relates to an oxide, a method of preparing the same, a solid electrolyte including the oxide, and an electrochemical device including the oxide. An oxide including a compound represented by Formula 1:    \u2003\u2003\u2003\u2003\u2003\u2003\u2003\u2003 Formula 1\u2003\u2003\u2003\u2003\u2003(Li xM1y)(M2)3-δ(M3)2-ωO12-zXz,   wherein, in Formula 1,   6≤x≤8, 0≤y<2, -0.2≤δ≤0.2, -0.2≤ω≤0.2, and 0≤z≤2;   M1 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M2 is a monovalent cation, a divalent cation, a trivalent cation, or a combination thereof;   M3 is a monovalent cation, a divalent cation, a trivalent cation, a tetravalent cation, a pentavalent cation, a hexavalent cation, or a combination thereof;   wherein at least one of M1, M2, or M3 includes at least four elements; and   X is a monovalent anion, a divalent anion, a trivalent anion, or a combination thereof.']"
53,11,53_centigrade_degrees_heating_target,"['centigrade', 'degrees', 'heating', 'target', 'centigrademin', 'prefabricated', '590610', 'rate', 'molybdate', 'preparation']","['A preparation method of solid battery target material The application relates to the field of solid-state battery, more specifically, relates to a preparation method of solid-state battery target material, a preparation method of solid-state battery target material, comprising the following steps: (1) weighing sodium molybdate, ammonium molybdate and molybdenum trioxide in a mol ratio of (0.12 to 0.15): 0.2 to 0.3): 1, adding sintering auxiliary agent, ball milling to obtain prefabricated powder; (2) sintering the prefabricated powder under vacuum environment, wherein the sintering temperature is 590-610 degrees centigrade; in the heating process, heating to 240-260 degrees centigrade at a heating rate of 20-35 degrees centigrade/min, then heating to 400-420 degrees centigrade at a heating rate of 50-65 degrees centigrade/min, at last, heating to 590-610 degrees centigrade at a heating rate of 30-35 degrees centigrade per minute; The target material prepared by the application has good compactness, can better improve the efficiency of the battery, and the preparation technique is simple.', 'A preparation method of solid battery target material The application relates to the field of solid-state battery, more specifically, relates to a preparation method of solid-state battery target material, a preparation method of solid-state battery target material, comprising the following steps: (1) weighing sodium molybdate, ammonium molybdate and molybdenum trioxide in a mol ratio of (0.12 to 0.15): 0.2 to 0.3): 1, adding sintering auxiliary agent, ball milling to obtain prefabricated powder; (2) sintering the prefabricated powder under vacuum environment, wherein the sintering temperature is 590-610 degrees centigrade; in the heating process, heating to 240-260 degrees centigrade at a heating rate of 20-35 degrees centigrade/min, then heating to 400-420 degrees centigrade at a heating rate of 50-65 degrees centigrade/min, at last, heating to 590-610 degrees centigrade at a heating rate of 30-35 degrees centigrade per minute; The target material prepared by the application has good compactness, can better improve the efficiency of the battery, and the preparation technique is simple.', 'A preparation method of solid battery target material The application relates to the field of solid-state battery, more specifically, relates to a preparation method of solid-state battery target material, a preparation method of solid-state battery target material, comprising the following steps: (1) weighing sodium molybdate, ammonium molybdate and molybdenum trioxide in a mol ratio of (0.12 to 0.15): 0.2 to 0.3): 1, adding sintering auxiliary agent, ball milling to obtain prefabricated powder; (2) sintering the prefabricated powder under vacuum environment, wherein the sintering temperature is 590-610 degrees centigrade; in the heating process, heating to 240-260 degrees centigrade at a heating rate of 20-35 degrees centigrade/min, then heating to 400-420 degrees centigrade at a heating rate of 50-65 degrees centigrade/min, at last, heating to 590-610 degrees centigrade at a heating rate of 30-35 degrees centigrade per minute; The target material prepared by the application has good compactness, can better improve the efficiency of the battery, and the preparation technique is simple.']"
54,11,54_green_separator_stack_sheet,"['green', 'separator', 'stack', 'sheet', 'roll', 'tape', 'fabrication', 'fabricating', 'laminated', 'providing']","['SOLID STATE BATTERY FABRICATION Embodiments of the invention generally relate to solid state battery structures, such as Li-ion batteries, methods of fabrication and tools for fabricating the batteries. One or more electrodes and the separator may each be cast using a green tape approach wherein a mixture of active material, conductive additive, polymer binder and/or solid electrolyte are molded or extruded in a roll to roll or segmented sheet/disk process to make green tape, green disks or green sheets. A method of fabricating a solid state battery may include: preparing and/or providing a green sheet of positive electrode material; preparing and/or providing a green sheet of separator material; laminating together the green sheet of positive electrode material and the green sheet of separator material to form a laminated green stack; and sintering the laminated green stack to form a sintered stack comprising a positive electrode and a separator.', 'SOLID STATE BATTERY FABRICATION Embodiments of the invention generally relate to solid state battery structures, such as Li-ion batteries, methods of fabrication and tools for fabricating the batteries. One or more electrodes and the separator may each be cast using a green tape approach wherein a mixture of active material, conductive additive, polymer binder and/or solid electrolyte are molded or extruded in a roll to roll or segmented sheet/disk process to make green tape, green disks or green sheets. A method of fabricating a solid state battery may include: preparing and/or providing a green sheet of positive electrode material; preparing and/or providing a green sheet of separator material; laminating together the green sheet of positive electrode material and the green sheet of separator material to form a laminated green stack; and sintering the laminated green stack to form a sintered stack comprising a positive electrode and a separator.', 'SOLID STATE BATTERY FABRICATION Embodiments of the invention generally relate to solid state battery structures, such as Li-ion batteries, methods of fabrication and tools for fabricating the batteries. One or more electrodes and the separator may each be cast using a green tape approach wherein a mixture of active material, conductive additive, polymer binder and/or solid electrolyte are molded or extruded in a roll to roll or segmented sheet/disk process to make green tape, green disks or green sheets. A method of fabricating a solid state battery may include: preparing and/or providing a green sheet of positive electrode material; preparing and/or providing a green sheet of separator material; laminating together the green sheet of positive electrode material and the green sheet of separator material to form a laminated green stack; and sintering the laminated green stack to form a sintered stack comprising a positive electrode and a separator.']"
55,11,55_precursor_gallium_zirconium_lanthanum,"['precursor', 'gallium', 'zirconium', 'lanthanum', 'electrolyte', 'mixture', 'washed', 'dried', 'ph', 'solid']","['An all-solid-state battery high-ion-conductivity solid electrolyte and its manufacturing method The present invention relates to a method for preparing a solid electrolyte comprising the steps of: (a) preparing a solid electrolyte precursor by means of coprecipitation reacting a mixed solution comprising a pH adjuster, a lanthanum precursor, a zirconium precursor, a gallium precursor and an ignition agent; (b) washing and drying the solid electrolyte precursor; (c) preparing a mixture by means of mixing the solid electrolyte precursor, which has been washed and dried, with a lithium source; and (d) preparing a calcinated solid electrolyte, which is gallium (Ga)-doped lithium lanthanum zirconium oxide (LLZO) and is expressed by chemical formula (1), by means of calcinating the mixture. A solid electrolyte having improved ion conductivity and potential window can be provided by means of applying the method for preparing the solid electrolyte.', 'The manufacturing method of the high ionic conductivity solid electrolyte for the all-solid battery. The present invention relates to a solid electrolyte manufacturing method which comprises the following steps: (a) a step of making a solid electrolyte precursor by making a coprecipitation reaction to a mixture solution including a lanthanum precursor, a zirconium precursor, a gallium precursor, a complexing agent, and a pH regulator; (b) a step of washing and drying the solid electrolyte precursor; (c) a step of making a mixture by mixing the washed and dried solid electrolyte precursor with a lithium source; and (d) a step of making a calcinated solid electrolyte, which is a lithium lanthanum zirconium oxide (LLZO) doped with gallium (Ga) and indicated in Chemical formula 1, by calcinating the mixture. As such, through the solid electrolyte manufacturing method, a solid electrolyte with improved ion conductivity and potential window is able to be provided.  COPYRIGHT KIPO 2018  REPRESENTATIVE DRAWING - Reference numerals: (a) Make a solid electrolyte precursor by making a coprecipitation reaction to a mixture solution including a lanthanum precursor, a zirconium precursor, a gallium precursor, a complexing agent, and a pH regulator; (b) Wash and dry the solid electrolyte precursor; (c) Make a mixture by mixing the washed and dried solid electrolyte precursor with a lithium source; (d) Make a calcinated solid electrolyte, which is a lithium lanthanum zirconium oxide (LLZO) doped with gallium (Ga) and indicated in Chemical formula 1, by calcinating the mixture; (e) Make a sintered solid electrolyte by sintering the calcinated solid electrolyte', 'HIGH ION CONDUCTIVE SOLID ELECTROLYTE FOR ALL-SOLID STATE BATTERY AND METHOD FOR PREPARING SAME Disclosed is a method of preparing a solid electrolyte, the method including (a) preparing a solid electrolyte precursor by subjecting a mixed solution composed of a lanthanum precursor, a zirconium precursor, a gallium precursor, a complexing agent, and a pH adjuster to coprecipitation, (b) washing and drying the solid electrolyte precursor, (c) preparing a mixture by mixing the washed and dried solid electrolyte precursor with a lithium source, and (d) calcining the mixture to give a calcined solid electrolyte, which is a gallium (Ga)-doped lithium lanthanum zirconium oxide (LLZO), as represented by Chemical Formula 1. A solid electrolyte having increased ionic conductivity and an improved potential window can be provided using the method of preparing the solid electrolyte.']"
56,11,56_green_sheet_weight_binder,"['green', 'sheet', 'weight', 'binder', 'polymer', 'composition', 'forming', 'molecular', 'mw', 'carboxylic']","['BINDER COMPOSITION FOR FORMING GREEN SHEET, SLURRY FOR FORMING GREEN SHEET, GREEN SHEET AND METHOD FOR PRODUCING SAME, AND DEVICE AND METHOD FOR PRODUCING SAME Provided is a binder composition for forming a green sheet, the composition being easily thermally decomposable in the production of a green sheet and being able to increase the strength of a green sheet.\u3000This binder composition for forming a green sheet contains a polymer (A) and a liquid medium (B). The polymer (A) contains a repeating unit (a1) derived from an aromatic carboxylic acid having an ethylenically unsaturated group. The weight average molecular weight (Mw) of the polymer (A) is 100,000 or more.', 'Binder composition for forming green sheet, slurry for green sheet forming, raw sheet and manufacturing method thereof, and apparatus and manufacturing method thereof The invention claims a binder composition for green sheet forming which is easy to be thermally decomposable and can realize the high strength of the green sheet in the production of the green sheet. The invention claims a binder composition for forming a green sheet, comprising polymer (A) and a liquid medium (B), wherein the polymer (A) contains a repeating unit (a1) of an aromatic carboxylic acid having an ethylenically unsaturated group, and the weight average molecular weight (Mw) of the polymer described (A) is more than or equal to 100000.', 'BINDER COMPOSITION FOR FORMING GREEN SHEET, SLURRY FOR FORMING GREEN SHEET, GREEN SHEET AND METHOD FOR PRODUCING SAME, AND DEVICE AND METHOD FOR PRODUCING SAME Provided is a binder composition for forming a green sheet, the composition being easily thermally decomposable in the production of a green sheet and being able to increase the strength of a green sheet.\u3000This binder composition for forming a green sheet contains a polymer (A) and a liquid medium (B). The polymer (A) contains a repeating unit (a1) derived from an aromatic carboxylic acid having an ethylenically unsaturated group. The weight average molecular weight (Mw) of the polymer (A) is 100,000 or more.']"
57,11,57_peak_position_050_sulfide,"['peak', 'position', '050', 'sulfide', 'diffraction', '2733', 'cuk', 'measurement', 'does', 'intensity']","['SULFIDE SOLID ELECTROLYTE To provide a sulfide solid electrolyte material which does not include Ge and which has excellent electrochemical stability and high lithium ion conductivity.  A sulfide solid electrolyte, including a sulfide-based solid electrolyte represented by the composition formula:    \u2003\u2003\u2003\u2003\u2003\u2003\u2003\u2003Li 4-4z-x[SnySi1-y]1+z-xPxS4   (where 0.5 ≤ x ≤ 0.6, y = 0.2, and 0 ≥ z ≥ -0.2), wherein   the sulfide solid electrolyte has a peak at position 2θ = 29.58° ± 0.50° in X-ray diffraction measurement using CuKα radiation and does not have a peak at position 2θ = 27.33° ± 0.50° in X-ray diffraction measurement using CuKα radiation, or when the sulfide solid electrolyte has a peak at the position 2θ = 27.33° ± 0.50°, the value of I B/IA is less than 0.50 (where IA is the diffraction intensity of the 2θ = 29.58° ± 0.50° peak and IB is the diffraction intensity of the 2θ = 27.33° ± 0.50° peak).', 'SULFIDE SOLID ELECTROLYTE To provide a sulfide solid electrolyte material which does not include Ge and which has excellent electrochemical stability and high lithium ion conductivity.  A sulfide solid electrolyte, including a sulfide-based solid electrolyte represented by the composition formula:   Li 4-4z-x[SnySi1-y]1+z-xPxS4  (where 0.5≤x≤0.6, y=0.2, and 0≥z≥−0.2), wherein    the sulfide solid electrolyte has a peak at position 2θ=29.58°±0.50° in X-ray diffraction measurement using CuKα radiation and does not have a peak at position 2θ=27.33°±0.50° in X-ray diffraction measurement using CuKα radiation, or when the sulfide solid electrolyte has a peak at the position 2θ=27.33°±0.50°, the value of I B/IA is less than 0.50 (where IA is the diffraction intensity of the 2θ=29.58°±0.50° peak and IB is the diffraction intensity of the 2θ=27.33°±0.50° peak).', 'SULFIDE SOLID ELECTROLYTE To provide a sulfide solid electrolyte material which does not include Ge and which has excellent electrochemical stability and high lithium ion conductivity.  A sulfide solid electrolyte, including a sulfide-based solid electrolyte represented by the composition formula:    \u2003\u2003\u2003\u2003\u2003\u2003\u2003\u2003Li 4-4z-x[SnySi1-y]1+z-xPxS4   (where 0.5 ≤ x ≤ 0.6, y = 0.2, and 0 ≥ z ≥ -0.2), wherein   the sulfide solid electrolyte has a peak at position 2θ = 29.58° ± 0.50° in X-ray diffraction measurement using CuKα radiation and does not have a peak at position 2θ = 27.33° ± 0.50° in X-ray diffraction measurement using CuKα radiation, or when the sulfide solid electrolyte has a peak at the position 2θ = 27.33° ± 0.50°, the value of I B/IA is less than 0.50 (where IA is the diffraction intensity of the 2θ = 29.58° ± 0.50° peak and IB is the diffraction intensity of the 2θ = 27.33° ± 0.50° peak).']"
